"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","2.5422","14","Combate","19.095175","-99.18082"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Intencional","Bosque de Pino","22.1033","78","Combate","19.09111","-99.06524"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","2.1399","9","Combate","19.096464","-99.1995"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Cazadores","Pastizal Halófilo","14.2254","186","Combate","19.100477","-99.06858"
"16","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","18.216","16","Combate","19.076925","-99.06316"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.5802","15","Combate","19.16235","-99.21293"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.7299","14","Combate","19.140783","-99.032646"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","1.6481","39","Combate","19.094448","-99.19976"
"16","La Armella","Zona de Preservación Ecológica","Estatal","ciudad de méxico","GUSTAVO A. MADERO","Festividades y rituales","Matorral Crasicaule","1.476","31","Combate","19.581667","-99.13595"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","1.3498","17","Combate","19.095541","-99.20828"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","1.1156","9","Combate","19.117813","-99.21123"
"16","San Bernabé Ocotepec","Reserva Estatal","Estatal","ciudad de méxico","ÁLVARO OBREGÓN","Intencional","Bosque de Oyamel","1.1014","69","Combate","19.30234","-99.27947"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Festividades y rituales","Bosque de Pino","0.9447","12","Combate","19.093094","-99.05025"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.9206","6","Combate","19.117487","-99.2115"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.9108","22","Combate","19.096659","-99.18462"
"16","San Bernabé Ocotepec","Reserva Estatal","Estatal","ciudad de méxico","ÁLVARO OBREGÓN","Intencional","Bosque de Oyamel","0.0409","39","Combate","19.288713","-99.27913"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.8774","31","Combate","19.095747","-99.20473"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Festividades y rituales","Bosque de Pino","0.8718","9","Combate","19.09462","-99.20405"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.8241","20","Combate","19.09495","-99.20376"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.789","9","Combate","19.141659","-99.03118"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.7626","24","Combate","19.116173","-99.14175"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Intencional","Bosque de Pino","0.4703","12","Combate","19.141739","-99.03251"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.436","16","Combate","19.107058","-99.05726"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.42","16","Combate","19.145374","-99.01172"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.3152","15","Combate","19.140295","-99.00379"
"16","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.2862","14","Combate","19.102694","-99.19232"
"16","Parque Ecológico de la Ciudad de Mexico","Zona Sujeta a Conservación Ecológica","Estatal","ciudad de méxico","TLALPAN","Festividades y rituales","Bosque de Encino","0.2284","20","Combate","19.26675","-99.229225"
"16","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Oyamel","0.1945","10","Combate","19.136333","-99.02892"
"16","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.1442","10","Combate","19.094639","-99.20092"
"16","Cerro Mohinora","Área de Protección de Flora y Fauna","Federal","chihuahua","GUADALUPE Y CALVO","Fogatas","Bosque de Pino","3.762","30","Combate","25.969723","-106.998886"
"16","Papigochic","Área de Protección de Flora y Fauna","Federal","chihuahua","GUERRERO","Fogatas","Bosque de Pino","11.6073","28","Combate","28.188898","-107.739395"
"16","El Cabildo Amatal","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","MAZATÁN","Cazadores","Tular","77.8806","34","Combate","14.761027","-92.46108"
"16","La Ciénega","Humedal","Estatal","chiapas","COMITÁN DE DOMÍNGUEZ","Actividades agrícolas","Tular","64.673","50","Combate","16.268053","-92.119865"
"16","Gertrude Duby","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","SAN CRISTÓBAL DE LAS CASAS","Desconocidas","Bosque de Encino-Pino","3.9323","25","Combate","16.741667","-92.595"
"16","Lagunas de Montebello","Parque Nacional","Federal","chiapas","LA TRINITARIA","Desconocidas","Bosque de Pino-Encino","1.2521","37","Combate","16.111689","-91.74904"
"16","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","VILLA COMALTITLÁN","Cazadores","Tular","16.9519","9","Combate","15.1125","-92.67139"
"16","Cerro Mactumatzá","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","TUXTLA GUTIÉRREZ","Actividades agrícolas","Bosque de Encino","3.4989","115","Combate","16.71611","-93.091"
"16","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","VILLA COMALTITLÁN","Cazadores","Tular","19.0594","9","Combate","15.133056","-92.73039"
"16","Cerro Mactumatzá","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","TUXTLA GUTIÉRREZ","Desconocidas","Selva Baja Caducifolia","0.5286","24","Combate","16.675556","-93.13336"
"16","Cerro Mactumatzá","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","TUXTLA GUTIÉRREZ","Actividades agrícolas","Selva Baja Caducifolia","15.8449","113","Combate","16.679886","-93.13845"
"16","La Sepultura","Reserva de la Biósfera","Federal","chiapas","JIQUIPILAS","Actividades pecuarias","Bosque de Encino-Pino","1179.6879","381","Combate","16.351994","-93.669334"
"16","La Sepultura","Reserva de la Biósfera","Federal","chiapas","VILLA CORZO","Actividades pecuarias","Bosque de Encino-Pino","1171.2096","76","Combate","16.14075","-93.514336"
"15","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","zacatecas","VALPARAÍSO","Desconocidas","Bosque de Pino-Encino","415.4385","10","Combate","22.554607","-104.23768"
"15","Geohidrológica Anillo de Cenotes","Reserva Estatal","Estatal","yucatán","TIXKOKOB","Desconocidas","Selva Mediana Caducifolia","333.421","105","Combate","20.951538","-89.2892"
"15","Pico de Orizaba","Parque Nacional","Federal","veracruz","CALCAHUALCO","Intencional","Bosque de Pino","5.221","28","Combate","19.086538","-97.25653"
"15","Los Tuxtlas","Reserva de la Biósfera","Federal","veracruz","TATAHUICAPAN DE JUÁREZ","Desconocidas","Selva Alta Perennifolia","4.6176","77","Combate","18.309444","-94.8125"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","HUAMANTLA","Intencional","Bosque de Pino","6.5611","17","Combate","19.26457","-97.96362"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Pino","4.3073","13","Combate","19.25162","-98.09818"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","CHIAUTEMPAN","Actividades agrícolas","Bosque de Pino","30.9172","15","Combate","19.281958","-98.097466"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN PABLO DEL MONTE","Intencional","Bosque de Pino","2.1445","18","Combate","19.19593","-98.118"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Oyamel","0.2325","13","Combate","19.242872","-98.05641"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Oyamel","0.5112","7","Combate","19.249538","-98.05346"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Pino-Encino","0.4598","14","Combate","19.241333","-98.08514"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","0.4152","7","Combate","19.278908","-98.05076"
"15","De La Mariposa Monarca","Paisaje Natural","Estatal","tamaulipas","MIQUIHUANA","Otras actividades productivas","Bosque de Encino-Pino","454","1284","Combate","23.593008","-99.71559"
"15","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","33.4928","10","Combate","18.516336","-92.64893"
"15","Sistema Lagunar Chichankanab","Parque Estatal","Estatal","quintana roo","JOSÉ MARÍA MORELOS","Intencional","Selva Mediana Subcaducifolia","214.2207","118","Combate","19.855042","-88.75791"
"15","Bala'an K'aax","Área de Protección de Flora y Fauna","Federal","quintana roo","JOSÉ MARÍA MORELOS","Cazadores","Selva Mediana Subperennifolia","4.5605","44","Combate","19.332216","-88.97569"
"15","Bala'an K'aax","Área de Protección de Flora y Fauna","Federal","quintana roo","BACALAR","Cazadores","Selva Mediana Subperennifolia","144.0953","185","Combate","19.20044","-88.839806"
"15","El Tangano II","Zona Sujeta a Conservación Ecológica","Municipal","querétaro","EL MARQUÉS","Intencional","Selva Baja Caducifolia","56.1766","23","Combate","20.556168","-100.33536"
"15","Lagos de Tepeyahualco y Guadalupe Victoria","Áreas Destinadas Voluntariamente a la Conservación","Federal","puebla","TEPEYAHUALCO","Intencional","Matorral Desértico Rosetófilo","19.8072","34","Combate","19.510277","-97.4856"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","2.39","10","Combate","19.1965","-98.00181"
"15","Tehuacán-Cuicatlán","Reserva de la Biósfera","Federal","puebla","SANTIAGO MIAHUATLÁN","Intencional","Matorral Desértico Rosetófilo","2.25","40","Combate","18.591953","-97.47036"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","PUEBLA","Intencional","Bosque de Encino-Pino","2.1964","10","Combate","19.153908","-98.071465"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","2.15","9","Combate","19.16541","-98.002106"
"15","Pico de Orizaba","Parque Natural","Federal","puebla","CHALCHICOMULA DE SESMA","Actividades pecuarias","Bosque de Pino","18.63","8","Combate","19.02461","-97.32831"
"15","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","1.6817","18","Combate","19.171139","-98.00599"
"15","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","puebla","NAUPAN","Intencional","Bosque Mesófilo de Montaña","11.3522","15","Combate","20.202967","-98.11993"
"15","Cuencas y Corales de la Zona Costera de Huatulco","Sitio Ramsar","Federal","oaxaca","SANTA MARÍA HUATULCO","Otras actividades productivas","Selva Mediana Subcaducifolia","690.2919","815","Combate","15.8748665","-96.25097"
"15","Sierra de San Juan","Reserva de la Biósfera","Estatal","nayarit","XALISCO","Actividades agrícolas","Bosque de Pino-Encino","41.4847","93","Combate","21.442144","-104.95519"
"15","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Actividades agrícolas","Bosque de Pino-Encino","307.7003","30","Combate","22.466682","-104.908905"
"15","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Actividades agrícolas","Bosque de Pino-Encino","13.6132","20","Combate","18.987047","-99.62031"
"15","Santuario del Agua Sistema Hidrológico Presa Huapango","Reserva Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Intencional","Bosque de Encino","1.3576","15","Combate","19.866722","-99.76982"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TENANGO DEL VALLE","Intencional","Bosque de Pino","12.96","25","Combate","19.090145","-99.71693"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","COATEPEC HARINAS","Intencional","Bosque de Pino","1183.13","38","Combate","19.040342","-99.77105"
"15","Lic. Isidro Fabela","Parque Estatal","Estatal","méxico","JOCOTITLÁN","Intencional","Bosque de Encino-Pino","1.031","33","Combate","19.718779","-99.74761"
"15","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Actividades agrícolas","Bosque de Encino-Pino","1","10","Combate","18.927334","-99.54478"
"15","Santuario del Agua y Forestal Subcuenca Tributaria Río Mayorazgo - Temoaya","Parque Estatal","Estatal","méxico","TEMOAYA","Intencional","Bosque de Oyamel","0.91","118","Combate","19.489574","-99.542915"
"15","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","0.82","16","Combate","19.322222","-98.69675"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Intencional","Bosque de Pino","0.77","11","Combate","19.277916","-100.08916"
"15","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Pino-Encino","0.765","9","Combate","19.29261","-99.43811"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Oyamel","0.706","9","Combate","19.280275","-99.40339"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","0.57","15","Combate","19.203356","-99.810486"
"15","Santuario del Agua Sistema Hidrológico Presa Huapango","Reserva Estatal","Estatal","méxico","TIMILPAN","Actividades agrícolas","Bosque de Encino-Pino","0.551","20","Combate","19.862272","-99.694084"
"15","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Intencional","Bosque de Pino","0.55","16","Combate","19.473122","-100.09055"
"15","Santuario del Agua y Forestal Subcuenca Tributaria Arroyo Sila","Parque Estatal","Estatal","méxico","MORELOS","Actividades agrícolas","Bosque de Encino","0.469","13","Combate","19.833641","-99.71011"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino","0.35","11","Combate","19.151112","-100.13695"
"15","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","VILLA GUERRERO","Intencional","Bosque de Pino","0.34","38","Combate","19.033934","-99.7164"
"15","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Fogatas","Bosque de Pino","0.1953","5","Combate","19.487","-100.1009"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","XALATLACO","Actividades agrícolas","Bosque de Pino","268.844","38","Combate","19.16684","-99.34954"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Oyamel","8.7194","10","Combate","19.22575","-99.83742"
"15","Cerro La Cruz Tejaltepec","Parque Urbano","Municipal","méxico","OCUILAN","Desconocidas","Bosque de Encino-Pino","283.6909","120","Combate","18.935917","-99.35537"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VILLA VICTORIA","Cazadores","Bosque de Pino","7.47","11","Combate","19.371677","-100.02159"
"15","Santuario del Agua y Forestal Subcuenca Tributaria Arroyo Sila","Parque Estatal","Estatal","méxico","MORELOS","Intencional","Bosque de Pino-Encino","1","13","Combate","19.747639","-99.705055"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","VILLA GUERRERO","Intencional","Bosque de Oyamel","672.866","611","Combate","19.047659","-99.73206"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","VILLA GUERRERO","Intencional","Bosque de Pino","6.72","16","Combate","19.033783","-99.766685"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","NAUCALPAN DE JUÁREZ","Actividades agrícolas","Bosque de Encino","6.277","18","Combate","19.436728","-99.35404"
"15","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","CHALCO","Intencional","Bosque de Pino","577.174","21","Combate","19.167425","-98.934746"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","5.322","28","Combate","19.143164","-99.82314"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","5.2441","10","Combate","19.155527","-99.78108"
"15","Santuario del Agua y Forestal Subcuenca Tributaria Arroyo Sila","Parque Estatal","Estatal","méxico","ATLACOMULCO","Actividades agrícolas","Bosque de Encino-Pino","5.13","21","Combate","19.755537","-99.74022"
"15","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","4.8708","32","Combate","19.226444","-99.842476"
"15","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Actividades agrícolas","Bosque de Pino-Encino","486.9477","22","Combate","19.00249","-99.6661"
"15","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Intencional","Bosque de Pino","35.86","35","Combate","18.98895","-99.61512"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Pino","3.404","14","Combate","19.28456","-99.41773"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VILLA DE ALLENDE","Fumadores","Bosque de Pino-Encino","3.12","20","Combate","19.335917","-100.08811"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Intencional","Bosque de Pino-Encino","2.613","19","Combate","19.310587","-100.074905"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","VILLA DEL CARBÓN","Actividades agrícolas","Bosque de Pino-Encino","2.3288","15","Combate","19.658855","-99.524445"
"15","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Otras actividades productivas","Bosque de Pino-Encino","23.2794","10","Combate","18.982967","-99.61792"
"15","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Actividades agrícolas","Bosque de Pino","22.0385","25","Combate","19.066305","-99.43222"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","AMANALCO","Intencional","Bosque de Pino","19.86","42","Combate","19.19466","-99.988266"
"15","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Quema de basureros","Bosque de Pino-Encino","1.6955","9","Combate","19.332777","-100.12131"
"15","Sierra de Guadalupe","Parque Estatal","Estatal","méxico","TLALNEPANTLA DE BAZ","Intencional","Matorral Crasicaule","16.0391","22","Combate","19.570242","-99.173706"
"15","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Actividades pecuarias","Bosque de Pino-Encino","1.61","11","Combate","19.478416","-100.121864"
"15","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Intencional","Bosque de Pino","1.555","10","Combate","19.323013","-98.709656"
"15","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Actividades agrícolas","Bosque de Pino","1.54","11","Combate","19.338078","-98.675705"
"15","Desierto del Carmen o de Nixcongo","Parque Nacional","Federal","méxico","TENANCINGO","Intencional","Bosque de Encino-Pino","1.471","10","Combate","18.907145","-99.550934"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Intencional","Bosque de Pino","8.326","10","Combate","19.083992","-99.21299"
"15","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Selva Baja Caducifolia","75.43","63","Combate","18.936563","-99.156715"
"15","El Tepozteco","Parque Nacional","Federal","morelos","TLALNEPANTLA","Intencional","Bosque de Pino","56.3946","27","Combate","19.053352","-99.0482"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Actividades pecuarias","Bosque de Pino","39.0973","11","Combate","19.117502","-99.26675"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","CUERNAVACA","Desconocidas","Selva Baja Caducifolia","2.157","59","Combate","18.994167","-99.19247"
"15","La Sierra Monte Negro","Parque Estatal","Estatal","morelos","JIUTEPEC","Desconocidas","Selva Baja Caducifolia","0.097","34","Combate","18.874104","-99.12077"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TLALNEPANTLA","Intencional","Bosque de Pino","91.9587","22","Combate","19.07406","-99.03772"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Intencional","Bosque de Pino-Encino","0.911","10","Combate","19.056984","-99.21752"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Quema de basureros","Bosque de Pino","0.609","10","Combate","19.055983","-99.26493"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Actividades pecuarias","Bosque de Pino","0.2332","12","Combate","19.094135","-99.20295"
"15","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","OCAMPO","Intencional","Bosque de Pino-Encino","2.2366","37","Combate","19.5895","-100.306885"
"15","Cerro Hueco","Zona Sujeta a Conservación Ecológica","Estatal","michoacán","TACÁMBARO","Actividades agrícolas","Bosque de Encino-Pino","6.022","10","Combate","19.220364","-101.45665"
"15","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","ANGANGUEO","Intencional","Bosque de Pino-Encino","0.1166","36","Combate","19.59945","-100.275764"
"15","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CASIMIRO CASTILLO","Desconocidas","Bosque de Encino","83.9797","79","Combate","19.540756","-104.4099"
"15","Cerro Viejo - Chupinaya - Los Sabinos","Área Estatal de Protección Hidrológica","Estatal","jalisco","TLAJOMULCO DE ZÚÑIGA","Intencional","Selva Baja Caducifolia","6.4485","22","Combate","20.419998","-103.49005"
"15","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Intencional","Bosque de Encino","2.9292","18","Combate","20.659634","-103.45927"
"15","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","TALA","Intencional","Bosque de Encino","272.8144","335","Combate","20.635017","-103.66103"
"15","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Intencional","Bosque de Pino-Encino","26.9325","41","Combate","19.49075","-104.11772"
"15","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","LA BARCA","Desconocidas","Selva Baja Caducifolia","23.0442","13","Combate","20.445383","-102.54953"
"15","Bosque El Nixticuil - San Esteban - El Diente","Área Municipal de Protección Hidrológica","Municipal","jalisco","ZAPOPAN","Intencional","Bosque de Encino-Pino","2.0479","22","Combate","20.776459","-103.40476"
"15","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CASIMIRO CASTILLO","Desconocidas","Bosque de Encino","19.6053","13","Combate","19.541615","-104.41749"
"15","Cerro Viejo - Chupinaya - Los Sabinos","Área Estatal de Protección Hidrológica","Estatal","jalisco","TLAJOMULCO DE ZÚÑIGA","Intencional","Selva Baja Subcaducifolia","12.008","5","Combate","20.420042","-103.4861"
"15","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","ATENGUILLO","Desconocidas","Bosque de Pino","11.6216","37","Combate","20.471323","-104.53002"
"15","Bosque Colomos - La Campana","Área Estatal de Protección Hidrológica","Estatal","jalisco","ZAPOPAN","Desconocidas","Bosque Cultivado","1.0991","14","Combate","20.720808","-103.41173"
"15","San Ignacio - El Coyuco","Zona de Preservación Ecológica","Municipal","hidalgo","CUAUTEPEC DE HINOJOSA","Intencional","Bosque de Pino","0.3401","42","Combate","19.944895","-98.35661"
"15","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Intencional","Bosque de Pino","0.8626","14","Combate","20.097006","-98.192894"
"15","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Fumadores","Bosque de Pino-Encino","0.6707","3","Combate","20.143461","-98.16681"
"15","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Actividades pecuarias","Bosque de Pino","0.2308","13","Combate","20.130041","-98.191414"
